Num;IDtree;field_name;genus.y;species.y;family;plot;subplot;x;y
6717;17_4_10_1;loloti;Lannea;welwitschii;Anacardiaceae;17;4;625,65;515,57
6718;17_4_10_2;fromager;Ceiba;pentandra;Malvaceae;17;4;631,73;515,59
6719;17_4_10_3;asamoiake;Trichilia;prieuriana;Meliaceae;17;4;629,5;513,29
6720;17_4_10_4;asamoiake;Trichilia;prieuriana;Meliaceae;17;4;636,05;515,45
6721;17_4_10_5;cedrela;Cedrela;odorata;Meliaceae;17;4;639,65;511,43
6722;17_4_10_6;fromager;Ceiba;pentandra;Malvaceae;17;4;639,3;504,94
6723;17_4_10_7;kotibe;Nesogordonia;papaverifera;Malvaceae;17;4;634,25;501,77
6724;17_4_10_8;pore_pore;Sterculia;tragacantha;Malvaceae;17;4;637,75;503,94
6725;17_4_10_9;palmier;Elaeis;guineensis;Arecaceae;17;4;620,68;515,59
6726;17_4_11_1;eho;Ricinodendron;heudelotii;Euphorbiaceae;17;4;642,37;507,38
6727;17_4_11_2;ba;Celtis;mildbraedii;Cannabaceae;17;4;653,51;500,25
6728;17_4_11_3;frake_limba;Terminalia;superba;Combretaceae;17;4;653,5;503,25
6729;17_4_11_5;bete;Mansonia;altissima;Malvaceae;17;4;653,03;507,1
6730;17_4_11_6;fromager;Ceiba;pentandra;Malvaceae;17;4;643,65;505,25
6731;17_4_11_7;samba;Triplochiton;scleroxylon;Malvaceae;17;4;645,42;518,35
6732;17_4_11_8;asamoiake;Trichilia;prieuriana;Meliaceae;17;4;649,23;519,98
6733;17_4_12_1;cedrela;Cedrela;odorata;Meliaceae;17;4;655,16;526,37
6734;17_4_12_2;samba;Triplochiton;scleroxylon;Malvaceae;17;4;651,54;525,65
6735;17_4_12_3;asamoiake;Trichilia;prieuriana;Meliaceae;17;4;648,94;525,09
6736;17_4_12_4;loloti;Lannea;welwitschii;Anacardiaceae;17;4;647,3;529,1
6737;17_4_12_5;cedrela;Cedrela;odorata;Meliaceae;17;4;659,45;535,76
6738;17_4_13_1;cedrela;Cedrela;odorata;Meliaceae;17;4;641,5;555,76
6739;17_4_14_1;asan;Celtis;zenkeri;Cannabaceae;17;4;645,53;570,59
6740;17_4_15_1;samba;Triplochiton;scleroxylon;Malvaceae;17;4;647,1;584,22
6741;17_4_16_1;cedrela;Cedrela;odorata;Meliaceae;17;4;661,26;598,58
6742;17_4_16_2;samba;Triplochiton;scleroxylon;Malvaceae;17;4;667,35;591,97
6743;17_4_16_3;papayer;Carica;papaya;Caricaceae;17;4;667,3;592,01
6744;17_4_16_4;palmier;Elaeis;guineensis;Arecaceae;17;4;663,93;585,51
6745;17_4_16_5;ba;Celtis;mildbraedii;Cannabaceae;17;4;664,33;581,29
6746;17_4_16_6;papayer;Carica;papaya;Caricaceae;17;4;661,35;581,6
6747;17_4_17_1;lotofa;Sterculia;rhinopetala;Malvaceae;17;4;679,34;579,31
6748;17_4_17_2;dichapetalum madagascariensis;Dichapetalum;madagascariense;Dichapetalaceae;17;4;676,57;578,4
6749;17_4_17_3;dichapetalum madagascariensis;Dichapetalum;madagascariense;Dichapetalaceae;17;4;673,47;576,01
6750;17_4_18_2;cedrela;Cedrela;odorata;Meliaceae;17;4;674,4;541,56
6751;17_4_18_3;cedrela;Cedrela;odorata;Meliaceae;17;4;675,6;541,55
6752;17_4_19_1;cedrela;Cedrela;odorata;Meliaceae;17;4;674,65;539,1
6753;17_4_19_10;asamoiake;Trichilia;prieuriana;Meliaceae;17;4;662,67;521,33
6754;17_4_19_11;cedrela;Cedrela;odorata;Meliaceae;17;4;666,26;520,52
6755;17_4_19_12;eho;Ricinodendron;heudelotii;Euphorbiaceae;17;4;665,2;525,93
6756;17_4_19_13;koto;Pterygota;macrocarpa;Malvaceae;17;4;664,1;526,03
6757;17_4_19_14;cedrela;Cedrela;odorata;Meliaceae;17;4;667,6;531,07
6758;17_4_19_15;samba;Triplochiton;scleroxylon;Malvaceae;17;4;666,6;531,27
6759;17_4_19_2;lotofa;Sterculia;rhinopetala;Malvaceae;17;4;674,65;537,3
6760;17_4_19_3;kotibe;Nesogordonia;papaverifera;Malvaceae;17;4;672,2;533,1
6761;17_4_19_4;cedrela;Cedrela;odorata;Meliaceae;17;4;660,73;536,45
6762;17_4_19_5;cedrela;Cedrela;odorata;Meliaceae;17;4;660,76;534,65
6763;17_4_19_6;cedrela;Cedrela;odorata;Meliaceae;17;4;665,2;529,65
6764;17_4_19_7;cedrela;Cedrela;odorata;Meliaceae;17;4;665,1;526,54
6765;17_4_19_8;bete;Mansonia;altissima;Malvaceae;17;4;661,1;524,67
6766;17_4_19_9;ba;Celtis;mildbraedii;Cannabaceae;17;4;661,1;522,15
6767;17_4_2_1;asan;Celtis;zenkeri;Cannabaceae;17;4;607,6;525,63
6768;17_4_2_2;frake_limba;Terminalia;superba;Combretaceae;17;4;604,93;529,1
6769;17_4_2_3;asamoiake;Trichilia;prieuriana;Meliaceae;17;4;602,71;531,58
6770;17_4_2_4;koto;Pterygota;macrocarpa;Malvaceae;17;4;607,18;532,1
6771;17_4_2_5;adaschia;Trema;orientalis;Cannabaceae;17;4;617,09;539,51
6772;17_4_20_1;cedrela;Cedrela;odorata;Meliaceae;17;4;673,17;518,12
6773;17_4_20_2;balie;Newbouldia;laevis;Bignoniaceae;17;4;668,78;512,15
6774;17_4_20_3;ba;Celtis;mildbraedii;Cannabaceae;17;4;664,05;518,75
6775;17_4_20_4;papayer;Carica;papaya;Caricaceae;17;4;669,92;513,3
6776;17_4_20_5;cedrela;Cedrela;odorata;Meliaceae;17;4;670,4;502,42
6777;17_4_21_1;lotofa;Sterculia;rhinopetala;Malvaceae;17;4;686,41;502,43
6778;17_4_21_2;kotibe;Nesogordonia;papaverifera;Malvaceae;17;4;694,38;506,24
6779;17_4_21_3;papayer;Carica;papaya;Caricaceae;17;4;699,07;503,11
6780;17_4_21_4;eho;Ricinodendron;heudelotii;Euphorbiaceae;17;4;698,43;516,69
6781;17_4_21_5;iroko;Milicia;excelsa;Moraceae;17;4;697,65;516,3
6782;17_4_21_6;fromager;Ceiba;pentandra;Malvaceae;17;4;686,58;514,06
6783;17_4_21_7;cedrela;Cedrela;odorata;Meliaceae;17;4;681,32;518,31
6784;17_4_21_8;asamoiake;Trichilia;prieuriana;Meliaceae;17;4;692,94;517,05
6785;17_4_21_9;asamoiake;Trichilia;prieuriana;Meliaceae;17;4;695,45;519,44
6786;17_4_22_1;bete;Mansonia;altissima;Malvaceae;17;4;690,76;520,71
6787;17_4_22_2;bete;Mansonia;altissima;Malvaceae;17;4;693,38;525,75
6788;17_4_22_3;kotibe;Nesogordonia;papaverifera;Malvaceae;17;4;692,1;526,05
6789;17_4_22_4;cedrela;Cedrela;odorata;Meliaceae;17;4;696,32;526,31
6790;17_4_22_5;lotofa;Sterculia;rhinopetala;Malvaceae;17;4;694,3;536,9
6791;17_4_22_6;akossika.petites.feuilles;Scottellia;klaineana;Achariaceae;17;4;694,3;536,9
6792;17_4_22_7;asamoiake;Trichilia;prieuriana;Meliaceae;17;4;692,9;536,7
6793;17_4_22_8;cedrela;Cedrela;odorata;Meliaceae;17;4;693,4;531,1
6794;17_4_23_1;poe;Strombosia;pustulata;Olacaceae;17;4;689,05;540,53
6795;17_4_23_2;eho;Ricinodendron;heudelotii;Euphorbiaceae;17;4;692,15;543,52
6796;17_4_23_3;cedrela;Cedrela;odorata;Meliaceae;17;4;680,75;548,45
6797;17_4_23_4;loloti;Lannea;welwitschii;Anacardiaceae;17;4;688,66;555,37
6798;17_4_24_1;samba;Triplochiton;scleroxylon;Malvaceae;17;4;692,7;561,22
6799;17_4_24_10;bete;Mansonia;altissima;Malvaceae;17;4;692,39;577,41
6800;17_4_24_11;ouindo;Lasiodiscus;mildbraedii;Rhamnaceae;17;4;685,83;573,54
6801;17_4_24_12;samba;Triplochiton;scleroxylon;Malvaceae;17;4;685,22;565,98
6802;17_4_24_2;asamoiake;Trichilia;prieuriana;Meliaceae;17;4;687,48;561,25
6803;17_4_24_3;ba;Celtis;mildbraedii;Cannabaceae;17;4;692,5;563,7
6804;17_4_24_4;tuibesso;Baphia;bancoensis;Fabaceae;17;4;696,46;565,1
6805;17_4_24_5;asamoiake;Trichilia;prieuriana;Meliaceae;17;4;698,23;569,96
6806;17_4_24_9;paintou;Vitex;ferruginea;Lamiaceae;17;4;690,59;579,4
6807;17_4_25_2;lotofa;Sterculia;rhinopetala;Malvaceae;17;4;689,85;598,2
6808;17_4_25_3;asamoiake;Trichilia;prieuriana;Meliaceae;17;4;698,25;580,9
6809;17_4_3_1;asamoiake;Trichilia;prieuriana;Meliaceae;17;4;615,23;543,41
6810;17_4_3_3;cedrela;Cedrela;odorata;Meliaceae;17;4;608,86;545,3
6811;17_4_3_4;cedrela;Cedrela;odorata;Meliaceae;17;4;602,25;546,55
6812;17_4_4_1;adaschia;Trema;orientalis;Cannabaceae;17;4;616,23;565,27
6813;17_4_4_4;samba;Triplochiton;scleroxylon;Malvaceae;17;4;606,35;576,55
6814;17_4_5_1;adaschia;Trema;orientalis;Cannabaceae;17;4;619,98;597,63
6815;17_4_5_2;adaschia;Trema;orientalis;Cannabaceae;17;4;617,32;597,52
6816;17_4_5_3;adaschia;Trema;orientalis;Cannabaceae;17;4;612,5;594,3
6817;17_4_6_1;adaschia;Trema;orientalis;Cannabaceae;17;4;632,54;592,19
6818;17_4_6_2;adaschia;Trema;orientalis;Cannabaceae;17;4;631,5;593,2
6819;17_4_7_1;eho;Ricinodendron;heudelotii;Euphorbiaceae;17;4;626,62;576,9
6820;17_4_7_2;adaschia;Trema;orientalis;Cannabaceae;17;4;628,05;576,95
6821;17_4_7_3;adaschia;Trema;orientalis;Cannabaceae;17;4;631,68;574,67
6822;17_4_7_4;adaschia;Trema;orientalis;Cannabaceae;17;4;629,1;570,18
6823;17_4_8_1;adaschia;Trema;orientalis;Cannabaceae;17;4;635,53;555,19
6824;17_4_8_2;papayer;Carica;papaya;Caricaceae;17;4;637,02;544,5
6825;17_4_8_4;dounbourou;Ficus;mucuso;Moraceae;17;4;639,68;552,65
6826;17_4_9_1;amazakoue;Guibourtia;ehie;Fabaceae;17;4;630,87;538,85
6827;17_4_9_2;oba;Bombax;buonopozense;Malvaceae;17;4;638,78;532,54
6828;17_4_9_3;asamoiake;Trichilia;prieuriana;Meliaceae;17;4;639,51;523,87
6829;17_4_9_4;asamoiake;Trichilia;prieuriana;Meliaceae;17;4;630,18;520,52
6830;17_4_9_5;bon;Cordia;platythyrsa;Boraginaceae;17;4;624,35;525,26
6831;18_1_1_2;bete;Mansonia;altissima;Malvaceae;18;1;901,97;602,6
6832;18_1_1_6;daocou;Trilepisium;madagascariense;Moraceae;18;1;918,93;607,83
6833;18_1_1_7;ngavi.a.gros.fruits;Diospyros;mannii;Ebenaceae;18;1;919,2;605,75
6834;18_1_1_8;samba;Triplochiton;scleroxylon;Malvaceae;18;1;917,02;605,2
6835;18_1_1_9;adaschia;Trema;orientalis;Cannabaceae;18;1;909,47;609,38
6836;18_1_10_2;asamoiake;Trichilia;prieuriana;Meliaceae;18;1;928,21;603,83
6837;18_1_10_3;bete;Mansonia;altissima;Malvaceae;18;1;928,33;601,9
6838;18_1_10_4;fromager;Ceiba;pentandra;Malvaceae;18;1;930,38;602,05
6839;18_1_10_5;bete;Mansonia;altissima;Malvaceae;18;1;934,84;602,22
6840;18_1_10_6;kotibe;Nesogordonia;papaverifera;Malvaceae;18;1;936,12;602,78
6841;18_1_11_1;lotofa;Sterculia;rhinopetala;Malvaceae;18;1;943,77;601,45
6842;18_1_11_2;eho;Ricinodendron;heudelotii;Euphorbiaceae;18;1;940,9;606,85
6843;18_1_11_3;papayer;Carica;papaya;Caricaceae;18;1;941,73;611,4
6844;18_1_11_4;papayer;Carica;papaya;Caricaceae;18;1;942,76;611,45
6845;18_1_11_5;samba;Triplochiton;scleroxylon;Malvaceae;18;1;947,11;611,45
6846;18_1_11_6;lotofa;Sterculia;rhinopetala;Malvaceae;18;1;954,3;604,5
6847;18_1_11_7;ouara.grand;Cola;gigantea;Malvaceae;18;1;957,37;615,85
6848;18_1_12_1;cedrela;Cedrela;odorata;Meliaceae;18;1;959,12;631,5
6849;18_1_12_3;adaschia;Trema;orientalis;Cannabaceae;18;1;954,9;627,8
6850;18_1_12_4;fromager;Ceiba;pentandra;Malvaceae;18;1;953,28;623,03
6851;18_1_12_5;adaschia;Trema;orientalis;Cannabaceae;18;1;950,02;631,55
6852;18_1_12_6;frake_limba;Terminalia;superba;Combretaceae;18;1;953,24;636,94
6853;18_1_12_7;tulipier.du.gabon;Spathodea;campanulata;Bignoniaceae;18;1;940,3;635,62
6854;18_1_13_1;fromager;Ceiba;pentandra;Malvaceae;18;1;942,15;644,76
6855;18_1_13_10;ba;Celtis;mildbraedii;Cannabaceae;18;1;952,19;659,05
6856;18_1_13_11;bete;Mansonia;altissima;Malvaceae;18;1;950,29;651,02
6857;18_1_13_12;elo.rouge;Xylopia;quintasii;Annonaceae;18;1;950,02;654,72
6858;18_1_13_13;gaouo;Corynanthe;pachyceras;Rubiaceae;18;1;949,83;657,04
6859;18_1_13_14;bete;Mansonia;altissima;Malvaceae;18;1;953,69;655,15
6860;18_1_13_15;balie;Newbouldia;laevis;Bignoniaceae;18;1;958,33;651,8
6861;18_1_13_16;kotibe;Nesogordonia;papaverifera;Malvaceae;18;1;955,3;659,4
6862;18_1_13_17;fromager;Ceiba;pentandra;Malvaceae;18;1;954,73;660
6863;18_1_13_2;koace.noliba;Pachystela;brevipes;Sapotaceae;18;1;945,2;651,95
6864;18_1_13_4;ba;Celtis;mildbraedii;Cannabaceae;18;1;947,8;654,5
6865;18_1_13_5;cedrela;Cedrela;odorata;Meliaceae;18;1;940,8;656,25
6866;18_1_13_6;ba;Celtis;mildbraedii;Cannabaceae;18;1;945,57;658,93
6867;18_1_13_7;koace.noliba;Pachystela;brevipes;Sapotaceae;18;1;945,73;656,43
6868;18_1_13_8;tuibesso;Baphia;bancoensis;Fabaceae;18;1;942,26;659,5
6869;18_1_13_9;samba;Triplochiton;scleroxylon;Malvaceae;18;1;946,55;660
6870;18_1_14_1;fromager;Ceiba;pentandra;Malvaceae;18;1;940,3;667,73
6871;18_1_14_10;balie;Newbouldia;laevis;Bignoniaceae;18;1;957,74;664,41
6872;18_1_14_11;adaschia;Trema;orientalis;Cannabaceae;18;1;960;663,77
6873;18_1_14_12;adaschia;Trema;orientalis;Cannabaceae;18;1;959,97;666,2
6874;18_1_14_2;cedrela;Cedrela;odorata;Meliaceae;18;1;941,18;673,19
6875;18_1_14_3;samba;Triplochiton;scleroxylon;Malvaceae;18;1;940,2;674,7
6876;18_1_14_4;eho;Ricinodendron;heudelotii;Euphorbiaceae;18;1;948,5;678,85
6877;18_1_14_5;asamoiake;Trichilia;prieuriana;Meliaceae;18;1;954,82;673,77
6878;18_1_14_6;adaschia;Trema;orientalis;Cannabaceae;18;1;956,15;671,55
6879;18_1_14_8;ako;Antiaris;toxicaria;Moraceae;18;1;954,2;665,38
6880;18_1_14_9;eho;Ricinodendron;heudelotii;Euphorbiaceae;18;1;954,47;663,54
6881;18_1_15_1;lotofa;Sterculia;rhinopetala;Malvaceae;18;1;948,65;681,61
6882;18_1_15_2;eho;Ricinodendron;heudelotii;Euphorbiaceae;18;1;940,96;689,6
6883;18_1_15_3;bete;Mansonia;altissima;Malvaceae;18;1;944,52;693,62
6884;18_1_15_5;cedrela;Cedrela;odorata;Meliaceae;18;1;945,92;698,15
6885;18_1_15_6;fromager;Ceiba;pentandra;Malvaceae;18;1;947,46;696,78
6886;18_1_15_7;balie;Newbouldia;laevis;Bignoniaceae;18;1;946,9;695,6
6887;18_1_15_8;cedrela;Cedrela;odorata;Meliaceae;18;1;953,04;698,2
6888;18_1_15_9;cedrela;Cedrela;odorata;Meliaceae;18;1;956;681,32
6889;18_1_16_1;cedrela;Cedrela;odorata;Meliaceae;18;1;972,6;699,4
6890;18_1_16_2;sanar;Avicennia;africana;Acanthaceae;18;1;974,3;692,23
6891;18_1_16_3;samba;Triplochiton;scleroxylon;Malvaceae;18;1;968,92;685,43
6892;18_1_16_4;samba;Triplochiton;scleroxylon;Malvaceae;18;1;968,2;685,43
6893;18_1_16_5;cedrela;Cedrela;odorata;Meliaceae;18;1;978,57;688,7
6894;18_1_17_2;kotibe;Nesogordonia;papaverifera;Malvaceae;18;1;973,1;670,03
6895;18_1_17_3;cedrela;Cedrela;odorata;Meliaceae;18;1;974,02;665,95
6896;18_1_17_4;adaschia;Trema;orientalis;Cannabaceae;18;1;972,1;668,5
6897;18_1_17_6;kotibe;Nesogordonia;papaverifera;Malvaceae;18;1;967;665,95
6898;18_1_17_7;loloti;Lannea;welwitschii;Anacardiaceae;18;1;960,73;674,9
6899;18_1_18_1;cedrela;Cedrela;odorata;Meliaceae;18;1;974,6;660
6900;18_1_18_2;pri;Funtumia;elastica;Apocynaceae;18;1;973,93;653,05
6901;18_1_18_3;balie;Newbouldia;laevis;Bignoniaceae;18;1;970,73;652,65
6902;18_1_18_4;adaschia;Trema;orientalis;Cannabaceae;18;1;977,82;652,83
6903;18_1_18_5;adaschia;Trema;orientalis;Cannabaceae;18;1;979,1;651,22
6904;18_1_18_6;adaschia;Trema;orientalis;Cannabaceae;18;1;978,5;649,75
6905;18_1_18_7;sanar;Avicennia;africana;Acanthaceae;18;1;977,7;648,15
6906;18_1_18_8;fromager;Ceiba;pentandra;Malvaceae;18;1;974,86;649,7
6907;18_1_18_9;cedrela;Cedrela;odorata;Meliaceae;18;1;970;646,25
6908;18_1_19_3;balie;Newbouldia;laevis;Bignoniaceae;18;1;972,53;623,73
6909;18_1_19_4;adaschia;Trema;orientalis;Cannabaceae;18;1;968,13;624,96
6910;18_1_19_5;adaschia;Trema;orientalis;Cannabaceae;18;1;961,83;624,41
6911;18_1_2_1;fromager;Ceiba;pentandra;Malvaceae;18;1;913,1;630,57
6912;18_1_2_10;ako;Antiaris;toxicaria;Moraceae;18;1;908,69;632,66
6913;18_1_2_12;samba;Triplochiton;scleroxylon;Malvaceae;18;1;908,68;635,31
6914;18_1_2_13;koto;Pterygota;macrocarpa;Malvaceae;18;1;911,18;635,31
6915;18_1_2_2;cedrela;Cedrela;odorata;Meliaceae;18;1;909,1;623,68
6916;18_1_2_3;cedrela;Cedrela;odorata;Meliaceae;18;1;907,2;623,66
6917;18_1_2_7;palmier;Elaeis;guineensis;Arecaceae;18;1;902,32;636,8
6918;18_1_2_8;asan;Celtis;zenkeri;Cannabaceae;18;1;907,08;633,86
6919;18_1_2_9;bi;Eribroma;oblongum;Malvaceae;18;1;908,68;632,66
6920;18_1_20_1;adaschia;Trema;orientalis;Cannabaceae;18;1;960,92;613,2
6921;18_1_20_10;akatio;Chrysophyllum;africanum;Sapotaceae;18;1;963,84;602,72
6922;18_1_20_11;adaschia;Trema;orientalis;Cannabaceae;18;1;976,02;603,01
6923;18_1_20_2;adaschia;Trema;orientalis;Cannabaceae;18;1;962,93;612,53
6924;18_1_20_3;adaschia;Trema;orientalis;Cannabaceae;18;1;960,94;609,12
6925;18_1_20_4;adaschia;Trema;orientalis;Cannabaceae;18;1;966,77;617,27
6926;18_1_20_5;adaschia;Trema;orientalis;Cannabaceae;18;1;964,9;620
6927;18_1_20_6;adaschia;Trema;orientalis;Cannabaceae;18;1;970;613,2
6928;18_1_20_8;adaschia;Trema;orientalis;Cannabaceae;18;1;972,3;606,45
6929;18_1_20_9;adaschia;Trema;orientalis;Cannabaceae;18;1;973,2;605,54
6930;18_1_21_1;loloti;Lannea;welwitschii;Anacardiaceae;18;1;988,1;603,46
6931;18_1_21_10;azodau;Afzelia;bella;Fabaceae;18;1;986,33;610,3
6932;18_1_21_2;ouara.grand;Cola;gigantea;Malvaceae;18;1;997,83;605,35
6933;18_1_21_3;fromager;Ceiba;pentandra;Malvaceae;18;1;998,76;609,24
6934;18_1_21_4;oyia;Mareya;micrantha;Euphorbiaceae;18;1;996,34;608,81
6935;18_1_21_5;banaye;Trichilia;monadelpha;Meliaceae;18;1;999,6;610,96
6936;18_1_21_6;bi;Eribroma;oblongum;Malvaceae;18;1;999,25;616,35
6937;18_1_21_7;loloti;Lannea;welwitschii;Anacardiaceae;18;1;988,9;618,32
6938;18_1_21_9;cedrela;Cedrela;odorata;Meliaceae;18;1;987,53;609,85
6939;18_1_22_1;adaschia;Trema;orientalis;Cannabaceae;18;1;990,4;624,17
6940;18_1_22_2;adaschia;Trema;orientalis;Cannabaceae;18;1;990,32;623,83
6941;18_1_22_3;adaschia;Trema;orientalis;Cannabaceae;18;1;992,83;623,75
6942;18_1_22_4;balie;Newbouldia;laevis;Bignoniaceae;18;1;996,13;628,81
6943;18_1_22_5;adaschia;Trema;orientalis;Cannabaceae;18;1;990,32;628,34
6944;18_1_22_6;cedrela;Cedrela;odorata;Meliaceae;18;1;998,18;631,3
6945;18_1_22_7;cedrela;Cedrela;odorata;Meliaceae;18;1;998,65;638,85
6946;18_1_22_8;adaschia;Trema;orientalis;Cannabaceae;18;1;983,54;636,7
6947;18_1_23_1;adaschia;Trema;orientalis;Cannabaceae;18;1;981,5;644,05
6948;18_1_23_10;bete;Mansonia;altissima;Malvaceae;18;1;992,43;652,68
6949;18_1_23_11;papayer;Carica;papaya;Caricaceae;18;1;991,25;649,8
6950;18_1_23_2;adaschia;Trema;orientalis;Cannabaceae;18;1;983,31;646,98
6951;18_1_23_4;adaschia;Trema;orientalis;Cannabaceae;18;1;980,77;652,41
6952;18_1_23_5;fromager;Ceiba;pentandra;Malvaceae;18;1;981,86;660
6953;18_1_23_6;bete;Mansonia;altissima;Malvaceae;18;1;985,67;658,32
6954;18_1_23_7;bete;Mansonia;altissima;Malvaceae;18;1;985,76;657,3
6955;18_1_23_8;balie;Newbouldia;laevis;Bignoniaceae;18;1;989,5;656,1
6956;18_1_23_9;bete;Mansonia;altissima;Malvaceae;18;1;986,87;660
6957;18_1_24_1;frake_limba;Terminalia;superba;Combretaceae;18;1;988,97;680
6958;18_1_24_2;pore_pore;Sterculia;tragacantha;Malvaceae;18;1;986,87;662,32
6959;18_1_24_3;tuibesso;Baphia;bancoensis;Fabaceae;18;1;1000;671,05
6960;18_1_24_4;lotofa;Sterculia;rhinopetala;Malvaceae;18;1;996,94;673,51
6961;18_1_24_5;bi;Eribroma;oblongum;Malvaceae;18;1;986,5;674,75
6962;18_1_24_6;eho;Ricinodendron;heudelotii;Euphorbiaceae;18;1;981,8;669,31
6963;18_1_24_7;ouindo;Lasiodiscus;mildbraedii;Rhamnaceae;18;1;997,23;680
6964;18_1_25_1;bete;Mansonia;altissima;Malvaceae;18;1;984,59;682,3
6965;18_1_25_10;bete;Mansonia;altissima;Malvaceae;18;1;993,4;693,9
6966;18_1_25_11;bete;Mansonia;altissima;Malvaceae;18;1;994,26;698,19
6967;18_1_25_12;bete;Mansonia;altissima;Malvaceae;18;1;998,06;697,67
6968;18_1_25_2;sohoue;Holarrhena;floribunda;Apocynaceae;18;1;995,13;682,82
6969;18_1_25_3;cedrela;Cedrela;odorata;Meliaceae;18;1;996,68;692,36
6970;18_1_25_4;dede;Ficus;exasperata;Moraceae;18;1;992,16;689,3
6971;18_1_25_5;iroko;Milicia;excelsa;Moraceae;18;1;982,3;688,18
6972;18_1_25_6;adaschia;Trema;orientalis;Cannabaceae;18;1;981,22;690,55
6973;18_1_25_7;eho;Ricinodendron;heudelotii;Euphorbiaceae;18;1;985,85;691,41
6974;18_1_25_8;adaschia;Trema;orientalis;Cannabaceae;18;1;989,76;695,3
6975;18_1_25_9;bete;Mansonia;altissima;Malvaceae;18;1;990,3;698,61
6976;18_1_3_1;papayer;Carica;papaya;Caricaceae;18;1;915;640
6977;18_1_3_10;papayer;Carica;papaya;Caricaceae;18;1;910,76;657,35
6978;18_1_3_11;fromager;Ceiba;pentandra;Malvaceae;18;1;919,3;646,95
6979;18_1_3_2;papayer;Carica;papaya;Caricaceae;18;1;912,2;640,68
6980;18_1_3_3;ba;Celtis;mildbraedii;Cannabaceae;18;1;916,88;641,98
6981;18_1_3_4;cedrela;Cedrela;odorata;Meliaceae;18;1;911,05;642,83
6982;18_1_3_5;papayer;Carica;papaya;Caricaceae;18;1;906,27;642,54
6983;18_1_3_6;papayer;Carica;papaya;Caricaceae;18;1;905,3;643,89
6984;18_1_3_7;papayer;Carica;papaya;Caricaceae;18;1;901,07;641,43
6985;18_1_3_8;papayer;Carica;papaya;Caricaceae;18;1;901,41;647,03
6986;18_1_3_9;cedrela;Cedrela;odorata;Meliaceae;18;1;902,51;657,84
6987;18_1_4_2;cedrela;Cedrela;odorata;Meliaceae;18;1;913,78;663,01
6988;18_1_4_3;samba;Triplochiton;scleroxylon;Malvaceae;18;1;912,54;668,51
6989;18_1_4_4;bi;Eribroma;oblongum;Malvaceae;18;1;913,88;672,91
6990;18_1_4_5;balie;Newbouldia;laevis;Bignoniaceae;18;1;908,36;673,61
6991;18_1_4_6;balie;Newbouldia;laevis;Bignoniaceae;18;1;904,32;673,3
6992;18_1_4_7;papayer;Carica;papaya;Caricaceae;18;1;902,41;669,88
6993;18_1_4_8;lotofa;Sterculia;rhinopetala;Malvaceae;18;1;903,6;679,2
6994;18_1_5_1;cedrela;Cedrela;odorata;Meliaceae;18;1;910,4;684,23
6995;18_1_5_2;samba;Triplochiton;scleroxylon;Malvaceae;18;1;918,84;686,35
6996;18_1_5_3;tuibesso;Baphia;bancoensis;Fabaceae;18;1;919,18;687,95
6997;18_1_5_4;ouara.grand;Cola;gigantea;Malvaceae;18;1;918,92;689,34
6998;18_1_5_6;ouara.grand;Cola;gigantea;Malvaceae;18;1;903,21;697,65
6999;18_1_5_7;loloti;Lannea;welwitschii;Anacardiaceae;18;1;901,48;695,35
7000;18_1_5_8;samba;Triplochiton;scleroxylon;Malvaceae;18;1;903,12;693,75
7001;18_1_5_9;kotibe;Nesogordonia;papaverifera;Malvaceae;18;1;902,25;687,48
7002;18_1_6_1;kotibe;Nesogordonia;papaverifera;Malvaceae;18;1;928,92;694,54
7003;18_1_6_2;bete;Mansonia;altissima;Malvaceae;18;1;935,6;685,72
7004;18_1_6_3;bete;Mansonia;altissima;Malvaceae;18;1;938,38;687,68
7005;18_1_6_4;bete;Mansonia;altissima;Malvaceae;18;1;936,62;684,5
7006;18_1_6_5;tuibesso;Baphia;bancoensis;Fabaceae;18;1;939,15;683,46
7007;18_1_6_6;samba;Triplochiton;scleroxylon;Malvaceae;18;1;935,6;680,61
7008;18_1_6_7;bete;Mansonia;altissima;Malvaceae;18;1;935,3;682,42
7009;18_1_6_8;papayer;Carica;papaya;Caricaceae;18;1;925,96;680,6
7010;18_1_6_9;papayer;Carica;papaya;Caricaceae;18;1;925,47;681,09
7011;18_1_7_3;eho;Ricinodendron;heudelotii;Euphorbiaceae;18;1;931,3;670,62
7012;18_1_7_4;ouokouti;Aidia;genipiflora;Rubiaceae;18;1;935,4;670,62
7013;18_1_7_5;loloti;Lannea;welwitschii;Anacardiaceae;18;1;929,7;661,13
7014;18_1_7_6;eho;Ricinodendron;heudelotii;Euphorbiaceae;18;1;929,7;661,7
7015;18_1_7_7;bi;Eribroma;oblongum;Malvaceae;18;1;925,26;663,72
7016;18_1_7_8;mingki;Zanthoxylum;parvifoliolum;Rutaceae;18;1;926,4;665,22
7017;18_1_8_1;oba;Bombax;buonopozense;Malvaceae;18;1;924,28;654,33
7018;18_1_8_10;bete;Mansonia;altissima;Malvaceae;18;1;937,9;645,56
7019;18_1_8_11;eho;Ricinodendron;heudelotii;Euphorbiaceae;18;1;933,8;647,76
7020;18_1_8_12;kotibe;Nesogordonia;papaverifera;Malvaceae;18;1;932,9;648,35
